ticket_id,customer_id,issue_type,issue_description,ticket_status,created_timestamp
TKT000171,CUST000151,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-06-20 08:15:48.090086
TKT000172,CUST000252,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-07-25 08:15:48.090086
TKT000173,CUST000086,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-03-07 08:15:48.090086
TKT000174,CUST000414,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-06-02 08:15:48.090086
TKT000175,CUST000165,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-06-23 08:15:48.090086
TKT000176,CUST000292,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-05-03 08:15:48.090086
TKT000177,CUST000270,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-05-21 08:15:48.090086
TKT000178,CUST000121,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-06-14 08:15:48.090086
TKT000179,CUST000436,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-06-19 08:15:48.090086
TKT000180,CUST000174,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-06-01 08:15:48.090086
TKT000181,CUST000343,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,IN_PROGRESS,2026-04-04 08:15:48.090086
TKT000182,CUST000316,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,IN_PROGRESS,2026-03-02 08:15:48.090086
TKT000183,CUST000201,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-02-13 08:15:48.090086
TKT000184,CUST000028,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-07-03 08:15:48.090086
TKT000185,CUST000216,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,OPEN,2026-04-21 08:15:48.090086
TKT000186,CUST000186,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-03-04 08:15:48.090086
TKT000187,CUST000093,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-02-08 08:15:48.090086
TKT000188,CUST000146,CARD_DECLINED,Customer's card was declined at Croma. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-05-22 08:15:48.090086
TKT000189,CUST000347,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-04-28 08:15:48.090086
TKT000190,CUST000145,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,CLOSED,2026-07-12 08:15:48.090086
TKT000191,CUST000241,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,IN_PROGRESS,2026-06-28 08:15:48.090086
TKT000192,CUST000298,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,CLOSED,2026-05-11 08:15:48.090086
TKT000193,CUST000409,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-03-21 08:15:48.090086
TKT000194,CUST000100,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-06-15 08:15:48.090086
TKT000195,CUST000024,DISPUTE,Customer disputes a duplicate charge from Flipkart. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-06-21 08:15:48.090086
TKT000196,CUST000402,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-02-11 08:15:48.090086
TKT000197,CUST000048,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,OPEN,2026-03-13 08:15:48.090086
TKT000198,CUST000150,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-03-10 08:15:48.090086
TKT000199,CUST000318,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-07-23 08:15:48.090086
TKT000200,CUST000286,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,IN_PROGRESS,2026-05-17 08:15:48.090086
TKT000201,CUST000163,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",IN_PROGRESS,2026-06-13 08:15:48.090086
TKT000202,CUST000222,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-07-22 08:15:48.090086
TKT000203,CUST000006,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-04-06 08:15:48.090086
TKT000204,CUST000365,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-05-28 08:15:48.090086
TKT000205,CUST000169,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,IN_PROGRESS,2026-07-05 08:15:48.090086
TKT000206,CUST000045,DISPUTE,Customer disputes a duplicate charge from Flipkart. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-04-20 08:15:48.090086
TKT000207,CUST000268,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-02-05 08:15:48.090086
TKT000208,CUST000296,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-07-13 08:15:48.090086
TKT000209,CUST000063,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-06-11 08:15:48.090086
TKT000210,CUST000175,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-02-06 08:15:48.090086
TKT000211,CUST000257,CARD_DECLINED,Customer's card was declined at Amazon India. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-07-25 08:15:48.090086
TKT000212,CUST000400,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-05-24 08:15:48.090086
TKT000213,CUST000489,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,OPEN,2026-02-21 08:15:48.090086
TKT000214,CUST000298,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-03-09 08:15:48.090086
TKT000215,CUST000458,DISPUTE,Customer disputes a duplicate charge from Flipkart. Raised a chargeback and provisionally credited the amount.,IN_PROGRESS,2026-04-27 08:15:48.090086
TKT000216,CUST000160,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-02-28 08:15:48.090086
TKT000217,CUST000326,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-03-31 08:15:48.090086
TKT000218,CUST000043,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-06-04 08:15:48.090086
TKT000219,CUST000071,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-02-01 08:15:48.090086
TKT000220,CUST000070,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-05-15 08:15:48.090086
TKT000221,CUST000455,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-04-28 08:15:48.090086
TKT000222,CUST000009,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-07-22 08:15:48.090086
TKT000223,CUST000465,CARD_DECLINED,Customer's card was declined at Croma. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-04-06 08:15:48.090086
TKT000224,CUST000073,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-02-26 08:15:48.090086
TKT000225,CUST000455,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-04-06 08:15:48.090086
TKT000226,CUST000354,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",IN_PROGRESS,2026-04-30 08:15:48.090086
TKT000227,CUST000448,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-07-08 08:15:48.090086
TKT000228,CUST000325,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-05-18 08:15:48.090086
TKT000229,CUST000350,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,OPEN,2026-02-10 08:15:48.090086
TKT000230,CUST000338,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-04-24 08:15:48.090086
TKT000231,CUST000252,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-06-11 08:15:48.090086
TKT000232,CUST000460,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-06-13 08:15:48.090086
TKT000233,CUST000034,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-02-03 08:15:48.090086
TKT000234,CUST000052,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-04-27 08:15:48.090086
TKT000235,CUST000108,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-05-28 08:15:48.090086
TKT000236,CUST000167,DISPUTE,Customer disputes a duplicate charge from Croma. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-06-22 08:15:48.090086
TKT000237,CUST000071,CARD_DECLINED,Customer's card was declined at Amazon India. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,OPEN,2026-04-18 08:15:48.090086
TKT000238,CUST000193,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-03-24 08:15:48.090086
TKT000239,CUST000389,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-03-25 08:15:48.090086
TKT000240,CUST000476,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-03-27 08:15:48.090086
TKT000241,CUST000174,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-03-09 08:15:48.090086
TKT000242,CUST000302,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,OPEN,2026-05-24 08:15:48.090086
TKT000243,CUST000126,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-04-01 08:15:48.090086
TKT000244,CUST000280,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-04-16 08:15:48.090086
TKT000245,CUST000225,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-03-11 08:15:48.090086
TKT000246,CUST000313,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-07-04 08:15:48.090086
TKT000247,CUST000269,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-03-06 08:15:48.090086
TKT000248,CUST000073,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-06-27 08:15:48.090086
TKT000249,CUST000032,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-07-08 08:15:48.090086
TKT000250,CUST000403,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-04-16 08:15:48.090086
TKT000251,CUST000077,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-03-20 08:15:48.090086
TKT000252,CUST000492,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,IN_PROGRESS,2026-04-18 08:15:48.090086
TKT000253,CUST000323,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-02-11 08:15:48.090086
TKT000254,CUST000104,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-07-20 08:15:48.090086
TKT000255,CUST000013,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-04-29 08:15:48.090086
TKT000256,CUST000197,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,OPEN,2026-07-21 08:15:48.090086
TKT000257,CUST000133,DISPUTE,Customer disputes a duplicate charge from Flipkart. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-02-01 08:15:48.090086
TKT000258,CUST000236,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,CLOSED,2026-05-20 08:15:48.090086
TKT000259,CUST000342,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-07-10 08:15:48.090086
TKT000260,CUST000380,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,IN_PROGRESS,2026-05-24 08:15:48.090086
TKT000261,CUST000195,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,CLOSED,2026-02-24 08:15:48.090086
TKT000262,CUST000194,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",IN_PROGRESS,2026-03-22 08:15:48.090086
TKT000263,CUST000401,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-07-09 08:15:48.090086
TKT000264,CUST000169,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-02-16 08:15:48.090086
TKT000265,CUST000426,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-06-07 08:15:48.090086
TKT000266,CUST000460,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-07-18 08:15:48.090086
TKT000267,CUST000081,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-03-14 08:15:48.090086
TKT000268,CUST000475,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,OPEN,2026-03-05 08:15:48.090086
TKT000269,CUST000380,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-03-30 08:15:48.090086
TKT000270,CUST000121,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,IN_PROGRESS,2026-05-04 08:15:48.090086
TKT000271,CUST000221,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,IN_PROGRESS,2026-02-24 08:15:48.090086
TKT000272,CUST000035,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-05-15 08:15:48.090086
TKT000273,CUST000103,DISPUTE,Customer disputes a duplicate charge from Flipkart. Raised a chargeback and provisionally credited the amount.,OPEN,2026-04-10 08:15:48.090086
TKT000274,CUST000425,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-03-31 08:15:48.090086
TKT000275,CUST000204,CARD_DECLINED,Customer's card was declined at Croma. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-05-25 08:15:48.090086
TKT000276,CUST000072,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-02-09 08:15:48.090086
TKT000277,CUST000239,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-07-23 08:15:48.090086
TKT000278,CUST000218,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-03-24 08:15:48.090086
TKT000279,CUST000072,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-06-10 08:15:48.090086
TKT000280,CUST000004,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-06-17 08:15:48.090086
TKT000281,CUST000121,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-05-04 08:15:48.090086
TKT000282,CUST000208,CARD_DECLINED,Customer's card was declined at Croma. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-05-28 08:15:48.090086
TKT000283,CUST000053,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,OPEN,2026-07-26 08:15:48.090086
TKT000284,CUST000256,DISPUTE,Customer disputes a duplicate charge from Flipkart. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-02-16 08:15:48.090086
TKT000285,CUST000095,CARD_DECLINED,Customer's card was declined at Amazon India. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,IN_PROGRESS,2026-05-02 08:15:48.090086
TKT000286,CUST000433,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-05-31 08:15:48.090086
TKT000287,CUST000158,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-07-21 08:15:48.090086
TKT000288,CUST000309,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-05-07 08:15:48.090086
TKT000289,CUST000449,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-06-04 08:15:48.090086
TKT000290,CUST000026,DISPUTE,Customer disputes a duplicate charge from Flipkart. Raised a chargeback and provisionally credited the amount.,OPEN,2026-05-09 08:15:48.090086
TKT000291,CUST000302,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,IN_PROGRESS,2026-03-14 08:15:48.090086
TKT000292,CUST000035,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-04-27 08:15:48.090086
TKT000293,CUST000356,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-04-12 08:15:48.090086
TKT000294,CUST000454,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-05-03 08:15:48.090086
TKT000295,CUST000358,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,IN_PROGRESS,2026-07-15 08:15:48.090086
TKT000296,CUST000277,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-03-13 08:15:48.090086
TKT000297,CUST000483,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-05-06 08:15:48.090086
TKT000298,CUST000129,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-02-21 08:15:48.090086
TKT000299,CUST000306,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-06-13 08:15:48.090086
TKT000300,CUST000293,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-02-27 08:15:48.090086
TKT000301,CUST000451,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-04-19 08:15:48.090086
TKT000302,CUST000139,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-07-08 08:15:48.090086
TKT000303,CUST000273,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-07-18 08:15:48.090086
TKT000304,CUST000071,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-05-26 08:15:48.090086
TKT000305,CUST000236,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-03-27 08:15:48.090086
TKT000306,CUST000359,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-05-02 08:15:48.090086
TKT000307,CUST000275,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-05-19 08:15:48.090086
TKT000308,CUST000437,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-03-30 08:15:48.090086
TKT000309,CUST000022,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-02-01 08:15:48.090086
TKT000310,CUST000204,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,OPEN,2026-04-26 08:15:48.090086
TKT000311,CUST000186,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-04-09 08:15:48.090086
TKT000312,CUST000178,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-02-19 08:15:48.090086
TKT000313,CUST000006,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-06-28 08:15:48.090086
TKT000314,CUST000059,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-04-26 08:15:48.090086
TKT000315,CUST000082,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,IN_PROGRESS,2026-03-17 08:15:48.090086
TKT000316,CUST000008,DISPUTE,Customer disputes a duplicate charge from Flipkart. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-04-25 08:15:48.090086
TKT000317,CUST000346,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-04-30 08:15:48.090086
TKT000318,CUST000070,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-03-17 08:15:48.090086
TKT000319,CUST000153,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-02-11 08:15:48.090086
TKT000320,CUST000039,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-01-30 08:15:48.090086
TKT000321,CUST000062,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-04-02 08:15:48.090086
TKT000322,CUST000105,CARD_DECLINED,Customer's card was declined at Amazon India. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,IN_PROGRESS,2026-04-17 08:15:48.090086
TKT000323,CUST000015,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,OPEN,2026-07-20 08:15:48.090086
TKT000324,CUST000364,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-02-16 08:15:48.090086
TKT000325,CUST000019,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-04-11 08:15:48.090086
TKT000326,CUST000111,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,OPEN,2026-03-26 08:15:48.090086
TKT000327,CUST000322,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,OPEN,2026-03-04 08:15:48.090086
TKT000328,CUST000076,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-05-31 08:15:48.090086
TKT000329,CUST000022,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-05-07 08:15:48.090086
TKT000330,CUST000088,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-06-14 08:15:48.090086
TKT000331,CUST000154,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-06-29 08:15:48.090086
TKT000332,CUST000242,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,CLOSED,2026-02-03 08:15:48.090086
TKT000333,CUST000291,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-05-31 08:15:48.090086
TKT000334,CUST000426,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,OPEN,2026-02-16 08:15:48.090086
TKT000335,CUST000077,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-02-24 08:15:48.090086
TKT000336,CUST000110,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-03-25 08:15:48.090086
TKT000337,CUST000253,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-06-09 08:15:48.090086
TKT000338,CUST000247,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-02-06 08:15:48.090086
